time,route_id,full_time,Node1_time,pack_time,Node2_time
0,70,2.8401997,0.91624564,0.92066,1.0032938
0,71,2.8384888,0.95855504,0.99983776,0.88009596
0,72,2.8304892,0.93277454,0.9281591,0.9695554
0,73,2.8466444,0.9155475,0.9383348,0.99276197
0,74,2.8160644,0.8852622,0.9612468,0.9695554
0,75,2.7908518,0.9163197,0.97616637,0.8983657
0,76,2.851041,0.9376017,0.94035196,0.9730873
0,77,2.8500504,1.0135502,0.9230294,0.9134706
0,78,2.7756574,0.9081467,0.9491333,0.9183774
0,79,2.7909698,0.8917643,0.9857348,0.9134706
0,80,2.7863688,0.9699791,0.9029192,0.9134706
0,81,2.8787014,1.0700951,0.8951355,0.9134706
0,82,2.8429697,0.89585227,0.92576677,1.0213506
0,83,2.8491597,1.0132021,0.93383855,0.90211904
0,84,2.8240738,1.0786291,0.92352074,0.82192385
0,85,2.8356173,0.8511797,0.95256567,1.0318717
0,86,2.8236866,0.99816,0.941562,0.88396466
0,87,2.8357952,1.0681627,0.9321637,0.83546877
0,88,2.7931998,0.97354305,0.9395606,0.88009596
0,89,2.808786,0.93602026,0.99266946,0.88009596
0,90,2.8020897,1.0151315,0.9591769,0.8277812
0,91,2.7824273,0.81368685,0.9469042,1.0218364
0,92,2.835853,0.9711178,0.9300709,0.93466437
0,93,2.8454065,0.9470662,0.92114085,0.97719926
0,94,2.8618402,0.8855599,0.98893964,0.9873406
0,95,2.8004587,0.9803448,0.93766963,0.88244426
0,96,2.8668122,1.0115075,0.94024307,0.9150616
0,97,2.8271267,0.88202965,0.9282586,1.0168383
0,98,2.8295157,1.0022153,0.9138295,0.9134706
0,99,2.8293211,1.06818,0.9333598,0.8277812
0,100,2.878474,0.90685594,0.9478053,1.0238127
0,101,2.8601158,1.0245347,0.9395378,0.8960433
0,102,2.8294227,0.8717538,0.9505684,1.0071005
0,103,2.8517394,1.0212252,0.9161769,0.91433716
0,104,2.829155,1.0192678,0.92979115,0.88009596
0,105,2.8553474,0.90873796,0.9047181,1.0418913
0,106,2.8421404,0.9556621,1.0063822,0.88009596
0,107,2.8645926,0.9185847,0.9547084,0.9912993
0,108,2.8427496,0.95504963,0.92868125,0.9590187
0,109,2.8235457,0.8890811,0.95726526,0.97719926
0,110,2.8789086,0.9097034,0.9281305,1.0410746
0,111,2.8972726,0.92423546,0.9384694,1.0345678
0,112,2.8614774,0.95223,0.9396917,0.9695554
0,113,2.749057,0.9397729,0.92918795,0.88009596
0,114,2.8469813,0.98467124,0.91714156,0.9451684
0,115,2.8391614,0.96463346,0.91533935,0.95918834
0,116,2.8801208,0.9569681,0.8763663,1.0467862
0,117,2.7982676,0.87086076,0.9050602,1.0223466
0,118,2.8440351,0.8452748,0.9568688,1.0418913
0,119,2.8821135,1.0980572,0.9271699,0.8568864
0,120,2.8914716,1.1124215,0.9290261,0.85002387
0,121,2.8314848,1.0762789,0.9359763,0.8192295
0,122,2.8759873,0.8832858,0.93459636,1.058105
0,123,2.864568,0.93238175,0.8854,1.0467862
0,124,2.8346305,0.99075305,0.9434646,0.9004127
0,125,2.8364692,1.0077605,0.94247687,0.8862318
0,126,2.847081,1.0636672,0.8946233,0.8887903
0,127,2.8384094,1.1641809,0.9179548,0.7562737
0,128,2.8497412,0.84785604,0.944139,1.057746
0,129,2.8672214,1.0526521,0.9070889,0.9074804
0,130,2.8315654,1.0263525,0.91642237,0.8887903
0,131,2.9744487,1.1263444,0.9556772,0.89242667
0,132,3.0064366,1.180857,0.9331528,0.89242667
0,133,2.809402,0.99907386,0.9215377,0.8887903
0,134,3.0787396,1.0173564,1.0145968,1.0467862
0,135,2.860579,0.8761059,0.9422291,1.0422441
0,136,2.854246,1.1165216,0.9158004,0.82192385
0,137,2.854821,0.926717,0.9815078,0.94659615
0,138,2.8719666,0.8864309,0.93247664,1.0530589
0,139,2.8597503,1.002366,0.87004375,0.9873406
0,140,2.8248734,0.9576597,0.966801,0.9004127
0,141,2.8321264,0.9074372,0.94091666,0.9837724
0,142,2.8417745,1.0418172,0.9292053,0.87075186
0,143,2.8628066,0.960333,0.93511707,0.9673565
0,144,2.753944,0.902726,0.92889595,0.922322
0,145,2.8333669,0.94531727,0.913033,0.9750165
0,146,2.8089414,0.9472995,0.93931973,0.922322
0,147,2.862217,0.97053653,0.933284,0.9583963
0,148,2.9504411,0.983868,0.9299272,1.036646
0,149,2.8603592,0.9492911,0.9462719,0.96479607
0,150,2.8363485,0.9887918,0.9346673,0.9128892
0,151,2.8012457,0.95087516,0.9295777,0.9207927
0,152,2.828919,0.9085275,0.9182824,1.002109
0,153,2.836143,1.0380117,0.90482986,0.8933013
0,154,2.8604653,0.94143283,0.941089,0.9779434
0,155,2.8641162,1.0310785,0.9406109,0.89242667
0,156,2.8583453,0.9387398,0.9283062,0.9912993
0,157,2.8282678,0.91475475,0.96691686,0.94659615
0,158,2.87316,0.9362624,0.9333168,1.0035807
0,159,2.819442,0.818007,0.9402455,1.0611894
0,160,2.7890491,0.98599195,0.90264434,0.9004127
0,161,2.8217814,1.004755,0.9369303,0.88009596
0,162,2.8341582,0.84102774,0.94601476,1.0471156
0,163,2.9920242,1.3414209,0.73264337,0.91795987
0,164,2.781446,0.98673046,0.94064057,0.85407466
0,165,2.840263,1.1237051,0.94149125,0.7750664
0,166,2.7896342,1.016576,0.93008214,0.842976
0,167,2.8538394,0.9951647,0.9565555,0.90211904
0,168,2.8461072,0.8309183,0.9286394,1.0865495
0,169,2.8478227,0.9667555,0.92875767,0.9523094
0,170,2.8272128,0.97247773,0.9563694,0.8983657
0,171,2.849464,1.0691929,0.93002605,0.8502447
0,172,2.9317071,0.9596553,0.9685112,1.0035406
0,173,2.849729,1.0772141,0.9507063,0.8218087
0,174,2.8061748,0.9084465,0.93926257,0.95846546
0,175,2.7273023,0.8159679,0.8992299,1.0121044
0,176,2.825979,0.92372096,0.9407813,0.9614768
0,177,2.8316426,0.9825037,0.93986225,0.9092766
0,178,2.79252,0.9863828,0.92527455,0.8808626
0,179,2.8662083,0.89042103,0.98302525,0.99276197
0,180,2.7897155,0.9800887,0.92953074,0.88009596
0,181,2.8178766,0.95344126,0.9379942,0.926441
0,182,2.8342943,0.9644095,0.92328864,0.94659615
0,183,2.8432703,0.85106003,0.9603385,1.0318717
0,184,2.8765166,0.9293993,0.9435765,1.0035406
0,185,2.8400738,0.8845235,0.9332036,1.0223466
0,186,2.8188431,1.0258942,0.937564,0.85538495
0,187,2.8385577,0.8178347,0.9336588,1.087064
0,188,2.9447923,1.1126993,0.9396664,0.89242667
0,189,2.8352327,0.92540395,0.9273504,0.98247826
0,190,2.88353,0.9904143,0.9270035,0.96611196
0,191,2.8721633,0.920473,0.9198187,1.0318717
0,192,2.8534305,0.8623889,0.94915026,1.0418913
0,193,2.8093848,0.9679139,0.9477293,0.8937413
0,194,2.8773358,1.0721985,0.9398705,0.8652668
0,195,2.8096948,0.895803,0.9513205,0.96257114
0,196,2.8076572,0.9262905,0.96191233,0.9194544
0,197,2.8606505,0.8493439,0.9440249,1.0672815
0,198,2.844361,0.8893776,0.9260179,1.0289655
0,199,2.862062,0.865661,0.94387615,1.0525248
0,200,2.8093052,0.93715286,0.957815,0.91433716
0,201,2.8647127,0.8334904,0.9279221,1.1033001
0,202,2.805231,0.8349535,0.9376594,1.0326182
0,203,2.8355799,0.8938316,0.9407283,1.0010198
0,204,2.795427,0.9747842,0.9462613,0.8743814
0,205,2.925908,1.0943792,0.93910205,0.89242667
0,206,2.763153,0.93065417,0.9341332,0.8983657
0,207,2.7565749,0.9122801,0.930824,0.9134706
0,208,2.8797307,1.1584215,0.89938545,0.82192385
0,209,2.8457274,0.9979698,0.9277171,0.9200406
0,210,2.8543952,0.97042227,0.92902803,0.9549446
0,211,2.7558978,0.9264908,0.93104136,0.8983657
0,212,2.8686001,0.9161113,0.9276272,1.0248617
0,213,2.840915,0.8934227,0.9455096,1.0019825
0,214,2.8522325,1.0610825,0.9409051,0.8502447
0,215,2.8304565,1.0177586,0.92582655,0.88687116
0,216,2.8350205,1.0134237,0.923231,0.8983657
0,217,2.854535,1.1008991,0.93171215,0.82192385
0,218,2.7909322,0.90227413,0.9751874,0.9134706
0,219,2.8602033,0.85461664,0.92199516,1.0835915
0,220,2.8350995,0.85480374,0.92759526,1.0527003
0,221,2.8316693,0.90248185,0.9463831,0.9828045
0,222,2.7992105,0.9337429,0.9511304,0.91433716
0,223,2.8301759,1.0603149,0.9365009,0.8333599
0,224,2.7540793,1.1921241,0.65447474,0.9074804
0,225,2.862864,0.9992279,0.9561556,0.9074804
0,226,2.8388705,0.9365711,0.9597163,0.94258296
0,227,2.8354182,0.9378516,0.9796066,0.91795987
0,228,2.8540244,0.9015957,0.927567,1.0248617
0,229,2.8734944,1.0533426,0.934494,0.8856575
0,230,2.832697,0.8562624,0.94175893,1.0346756
0,231,2.8660443,1.0501853,0.9023882,0.9134706
0,232,2.8544774,0.93787605,0.9238392,0.99276197
0,233,2.806521,0.9595846,0.9653902,0.8815459
0,234,2.8309138,0.93887436,0.9350525,0.9569868
0,235,2.8405921,0.9353765,0.9355711,0.96964455
0,236,2.7996132,0.99686015,0.922657,0.88009596
0,237,2.7087162,0.9281827,0.9549494,0.82558405
0,238,2.8790784,0.91389674,0.96164083,1.0035406
0,239,2.8703785,0.91476375,0.9324045,1.0232103
0,240,2.8812053,1.0791827,0.90365684,0.8983657
0,241,2.789497,0.9118082,0.97020835,0.9074804
0,242,2.8588722,0.99933064,0.91788805,0.94165343
0,243,2.8098836,1.0005693,0.92052376,0.8887903
0,244,2.8460526,1.0113343,0.9363527,0.8983657
0,245,2.7603655,0.9757761,0.9416132,0.842976
0,246,2.803424,0.85920125,0.9575654,0.98665726
0,247,2.8489459,0.9249989,0.94021064,0.9837362
0,248,2.772856,0.89456576,0.9981941,0.88009596
0,249,2.8905933,1.0762804,0.92188615,0.89242667
0,250,2.8706117,1.0700012,0.91906464,0.8815459
0,251,2.8662035,1.0470042,0.93833655,0.8808626
0,252,2.8503609,0.94349384,0.88452035,1.0223466
0,253,2.8230166,0.995443,0.92009306,0.9074804
0,254,2.7721107,0.92102355,0.9577858,0.8933013
0,255,2.8584619,0.8996159,0.9553052,1.0035406
0,256,2.8693073,1.0133408,0.9359258,0.9200406
0,257,2.7703853,0.8801958,0.94466174,0.94552755
0,258,2.8703456,1.0422611,0.9385115,0.88957274
0,259,2.897414,0.9216138,0.9290139,1.0467862
0,260,2.8455296,0.8719241,0.97006476,1.0035406
0,261,2.8772318,1.0281726,0.9296048,0.9194544
0,262,2.8544836,0.9917981,0.9510726,0.9116128
0,263,2.760763,1.0535531,0.88528603,0.82192385
0,264,2.8155987,0.981139,0.9543635,0.88009596
0,265,2.8375518,0.85872126,0.9439856,1.0348449
0,266,2.8889701,1.0108645,0.98567903,0.89242667
0,267,2.8026562,0.994716,0.93355876,0.8743814
0,268,2.821464,1.0189784,0.91369516,0.8887903
0,269,2.8591378,1.0065604,0.9325366,0.9200406
0,270,2.8726413,0.93604106,0.9294998,1.0071005
0,271,2.8646407,1.0583948,0.9174555,0.8887903
0,272,2.8115847,0.92416507,0.97394896,0.9134706
0,273,2.8141026,0.9958831,0.92344904,0.8947705
0,274,2.8642182,0.99807835,0.94818,0.91795987
0,275,2.8465903,1.0219352,0.9111843,0.9134706
0,276,2.79979,0.98567784,0.9340161,0.88009596
0,277,2.7702081,0.9352643,0.9416424,0.8933013
0,278,2.8197632,1.017905,0.9368933,0.86496466
0,279,2.8560665,0.9157609,0.93676484,1.0035406
0,280,2.836883,0.9706235,0.9417043,0.9245553
0,281,2.8691318,0.89016104,0.9321845,1.0467862
0,282,2.7893033,0.84794724,0.9190092,1.0223466
0,283,2.867709,0.9284401,0.93824893,1.0010198
0,284,2.8550673,0.9694618,0.8820647,1.0035406
0,285,2.806973,0.85518616,0.95812494,0.9936619
0,286,2.8393848,1.0152873,0.9166171,0.9074804
0,287,2.761808,0.97862494,0.93368226,0.84950066
0,288,2.7442746,0.99725485,0.92143565,0.82558405
0,289,2.822892,1.0438731,0.9435502,0.83546877
0,290,2.8066335,1.0533607,0.8731766,0.88009596
0,291,2.8654304,0.9949609,0.9259914,0.94447815
0,292,2.8307285,0.93668425,0.94956607,0.94447815
0,293,2.8346257,0.9897505,0.94650966,0.8983657
0,294,2.8798475,1.0572476,0.93863505,0.88396466
0,295,2.8234768,0.92085075,0.941183,0.9614428
0,296,2.868374,0.96270066,0.921937,0.9837362
0,297,2.8221085,1.002132,0.912496,0.9074804
0,298,2.8279643,1.0277134,0.93528616,0.86496466
0,299,2.7868242,0.9463134,0.92704,0.9134706
0,300,2.8053293,0.9464666,0.9299038,0.9289587
0,301,2.847898,0.8210398,0.944229,1.082629
0,302,2.8570416,0.88524705,0.9682538,1.0035406
0,303,2.8345532,1.0160221,0.9384349,0.88009596
0,304,2.857634,0.93736804,0.9266039,0.9936619
0,305,2.87497,0.9696663,0.91254175,0.99276197
0,306,2.7961566,0.83717364,0.9468786,1.0121044
0,307,2.8487015,1.014963,0.9202677,0.9134706
0,308,2.9355283,1.0122806,0.919707,1.0035406
0,309,2.865069,0.9978865,0.9440354,0.9231467
0,310,2.7819047,1.010312,0.94966877,0.82192385
0,311,2.7480133,0.94755447,0.9509581,0.84950066
1,0,2.856584,0.9740084,0.92959595,0.95297986
1,1,2.9226346,1.086295,0.9580115,0.87832797
1,2,2.9174623,1.0606974,0.90841806,0.94834673
1,3,2.8161554,0.96819293,0.9366749,0.9112875
1,4,2.8400269,1.0022674,0.94344103,0.8943183
1,5,2.8054187,0.9047723,0.9315572,0.9690892
1,6,2.7715964,0.86048573,0.9685589,0.9425518
1,7,2.7963524,0.8976267,0.93458307,0.9641426
1,8,2.7651553,0.900222,0.93760884,0.9273243
1,9,2.8326879,0.9366069,0.947873,0.94820803
1,10,2.8283603,0.9769085,0.9534682,0.89798355
1,11,2.8351557,0.98268586,0.9324149,0.92005473
1,12,2.8219867,0.86515915,0.94933766,1.0074898
1,13,2.8523412,0.86669624,0.9283471,1.0572977
1,14,2.8521962,0.991384,0.93476427,0.9260476
1,15,2.8148706,0.9301411,0.94181794,0.9429116
1,16,2.7971833,0.8241661,0.93568456,1.0373324
1,17,2.8423526,0.89201677,0.92874366,1.021592
1,18,2.834686,0.92583305,0.9294618,0.9793912
1,19,2.761837,0.8481973,0.93028545,0.9833543
1,20,2.808577,0.9524806,0.9297787,0.9263177
1,21,2.8278174,1.0053602,0.91698724,0.9054698
1,22,2.821204,0.8510146,0.9346188,1.0355704
1,23,2.781033,0.8864915,0.9658704,0.92867124
1,24,2.7777772,0.9114526,0.94709027,0.91923416
1,25,2.8356757,1.0854228,0.93784726,0.81240547
1,26,2.856933,1.0503267,0.93126297,0.87534314
1,27,2.8454838,0.862393,0.94567937,1.0374112
1,28,2.8450475,0.9685949,0.9349926,0.9414598
1,29,2.7904093,0.91348135,0.9158057,0.96112216
1,30,2.8045273,0.964066,0.9492649,0.89119613
1,31,2.7655392,0.8283442,0.9819908,0.9552039
1,32,2.8366256,0.89579916,0.9451269,0.9956995
1,33,2.7680686,0.86570203,0.9484684,0.95389783
1,34,2.827691,0.9819478,0.90319127,0.9425518
1,35,2.8622594,1.0452701,0.9184405,0.8985487
1,36,2.8625329,0.8150994,0.9267627,1.1206706
1,37,2.8379009,1.0308859,0.94427603,0.8627388
1,38,2.796698,1.0003062,0.9086162,0.8877756
1,39,2.8476484,0.97658235,0.9438013,0.9272647
1,40,2.8352873,0.86076516,0.93902856,1.0354935
1,41,2.8442693,0.9842596,0.93941724,0.9205921
1,42,2.833933,0.9265998,0.9279419,0.9793912
1,43,2.8703382,0.94724226,0.93639004,0.9867059
1,44,2.8210235,0.98964596,0.9436017,0.8877756
1,45,2.7457452,0.8651597,0.9418597,0.9387258
1,46,2.8365922,0.9765509,0.9109192,0.94912195
1,47,2.8270407,0.9059266,0.92208815,0.9990258
1,48,2.7789469,0.9142515,0.9769198,0.8877756
1,49,2.7455277,0.93215257,0.93253106,0.8808438
1,50,2.8813796,1.027671,0.9053618,0.94834673
1,51,2.800481,0.8363781,0.9465024,1.0176004
1,52,2.842962,0.9816907,0.92834663,0.93292475
1,53,2.7910602,0.94636375,0.9426068,0.9020895
1,54,2.8068705,0.80534554,0.9278337,1.0736911
1,55,2.8064651,0.9705653,0.9180584,0.91784114
1,56,2.847491,0.90139216,0.93506825,1.0110306
1,57,2.884647,1.0165837,0.89919204,0.968871
1,58,2.863871,0.94170314,0.93183917,0.99032867
1,59,2.8668818,1.0553261,0.9206564,0.89089936
1,60,2.8570023,0.9429027,0.9237708,0.99032867
1,61,2.7931008,0.8161005,0.9499774,1.0270231
1,62,2.811075,0.92010117,0.92764884,0.963325
1,63,2.8633087,0.96145165,0.9113534,0.9905036
1,64,2.826932,0.9094454,0.9130052,1.0044812
1,65,2.8324597,1.0436382,0.9440092,0.8448122
1,66,2.7781594,0.90428114,0.9717886,0.9020895
1,67,2.8588643,0.89470226,0.934093,1.0300689
1,68,2.8291054,1.0177376,0.917185,0.8941827
1,69,2.8615246,1.0222238,0.9609726,0.87832797
1,70,2.851422,0.9109535,0.9134455,1.0270231
1,71,2.733283,0.9144149,0.9246855,0.8941827
1,72,2.8324564,0.9035548,0.96003044,0.968871
1,73,2.8271432,0.9054972,0.9366549,0.9849908
1,74,2.7921805,0.8457023,0.97760713,0.968871
1,75,2.759654,0.8725259,0.99280965,0.8943183
1,76,2.8632023,0.93462515,0.9382483,0.99032867
1,77,2.8146536,0.9729708,0.93989277,0.90178996
1,78,2.7591405,0.90639037,0.9414624,0.9112875
1,79,2.776186,0.886436,0.98796,0.90178996
1,80,2.7847333,0.9696065,0.91333663,0.90178996
1,81,2.8584013,1.0528752,0.9037361,0.90178996
1,82,2.8346863,0.8785265,0.9384329,1.0177267
1,83,2.8335385,1.00577,0.92921984,0.8985487
1,84,2.795533,1.0473163,0.9400708,0.8081457
1,85,2.8379054,0.8544976,0.9535702,1.0298374
1,86,2.797249,1.0161458,0.9207815,0.8603217
1,87,2.8472276,1.0722946,0.9286109,0.8463219
1,88,2.7823265,0.95417243,0.9339714,0.8941827
1,89,2.7972035,0.9338168,0.96920395,0.8941827
1,90,2.8449917,1.0704768,0.9542244,0.82029045
1,91,2.7952585,0.8172215,0.93854475,1.0394921
1,92,2.7935374,0.93547153,0.9322861,0.92577964
1,93,2.8173726,0.9333261,0.9294197,0.9546267
1,94,2.837296,0.8870001,1.0017856,0.9485103
1,95,2.7822917,0.9622504,0.9411132,0.8789279
1,96,2.8518262,1.0153401,0.9344074,0.90207845
1,97,2.8045774,0.86493933,0.93016016,1.0094777
1,98,2.7982898,0.9750765,0.9214233,0.90178996
1,99,2.7933831,1.040079,0.93301356,0.82029045
1,100,2.8594394,0.9000708,0.9438714,1.0154972
1,101,2.8190987,0.9818679,0.9361116,0.9011191
1,102,2.774666,0.8412374,0.9373623,0.9960661
1,103,2.8360715,0.99304074,0.9251893,0.91784114
1,104,2.785625,0.9863679,0.90507424,0.8941827
1,105,2.8315387,0.86458004,0.9330303,1.0339284
1,106,2.777581,0.9174613,0.96593696,0.8941827
1,107,2.8611236,0.9298002,0.9514545,0.9798687
1,108,2.818461,0.9553668,0.938639,0.92445517
1,109,2.7930598,0.8727149,0.965718,0.9546267
1,110,2.8673375,0.8909084,0.9246193,1.0518097
1,111,2.8834605,0.9177764,0.9384694,1.0272145
1,112,2.8616748,0.9524024,0.9404014,0.968871
1,113,2.740601,0.9270216,0.9193966,0.8941827
1,114,2.8160317,0.970936,0.9164243,0.92867124
1,115,2.851942,0.9812131,0.91552484,0.9552039
1,116,2.8337216,0.9295596,0.89667195,1.0074898
1,117,2.8127892,0.916255,0.93541193,0.96112216
1,118,2.813396,0.82880735,0.95066005,1.0339284
1,119,2.8695314,1.1032417,0.9214775,0.8448122
1,120,2.8719683,1.1129758,0.9270279,0.8319644
1,121,2.832077,1.0946916,0.92847776,0.8089074
1,122,2.8493047,0.89217377,0.9131235,1.0440073
1,123,2.8379943,0.9370537,0.89345086,1.0074898
1,124,2.8218813,0.99039125,0.93880874,0.8926813
1,125,2.826643,0.99782836,0.9499914,0.87882316
1,126,2.847992,1.0587466,0.9014697,0.8877756
1,127,2.8211293,1.1373069,0.93962747,0.7441951
1,128,2.8321614,0.86011916,0.9453905,1.0266516
1,129,2.8387666,1.0272787,0.90939826,0.9020895
1,130,2.8013701,0.9844276,0.9291671,0.8877756
1,131,2.8479953,1.050754,0.91891336,0.87832797
1,132,2.9792564,1.1491123,0.9518161,0.87832797
1,133,2.8135457,0.98883915,0.9369308,0.8877756
1,134,2.9595232,1.0437214,0.90831184,1.0074898
1,135,2.8335433,0.8670437,0.94489574,1.0216037
1,136,2.7933955,1.0667546,0.9184953,0.8081457
1,137,2.8194985,0.9010447,0.9701071,0.94834673
1,138,2.8416138,0.8559629,0.9503579,1.0352929
1,139,2.871492,1.0440986,0.878883,0.9485103
1,140,2.7850597,0.94172686,0.95065147,0.8926813
1,141,2.7978692,0.8920803,0.94058734,0.9652017
1,142,2.835323,1.0144904,0.9329686,0.887864
1,143,2.8541946,0.9470461,0.9385886,0.96855986
1,144,2.7476516,0.9078771,0.92644423,0.9133301
1,145,2.8270867,0.9417941,0.91899794,0.96629447
1,146,2.8071866,0.9563963,0.9374601,0.9133301
1,147,2.8347964,0.9701214,0.9262613,0.9384135
1,148,2.911485,0.9589698,0.92547476,1.0270402
1,149,2.825625,0.93282443,0.93982047,0.95297986
1,150,2.8388765,0.98401654,0.9286989,0.9261611
1,151,2.8086567,0.96822834,0.92561513,0.9148132
1,152,2.8135648,0.89560664,0.9403618,0.9775961
1,153,2.8532999,1.0366628,0.9060691,0.91056776
1,154,2.8574538,0.93531245,0.94227284,0.9798684
1,155,2.848952,1.0271829,0.9434411,0.87832797
1,156,2.842256,0.9325244,0.929863,0.9798687
1,157,2.8167517,0.9047683,0.9636365,0.94834673
1,158,2.8718946,0.90234077,0.9233397,1.046214
1,159,2.756654,0.83210355,0.9384249,0.98612535
1,160,2.7925048,0.9780592,0.92176425,0.8926813
1,161,2.8075962,0.98286086,0.93055266,0.8941827
1,162,2.825039,0.8421931,0.94559336,1.0372523
1,163,2.89529,1.0606773,0.91402036,0.9205921
1,164,2.7862353,0.99571085,0.9417461,0.84877825
1,165,2.818821,1.0884457,0.945179,0.7851962
1,166,2.7625766,0.9752385,0.93515426,0.8521837
1,167,2.827358,0.98694134,0.941868,0.8985487
1,168,2.8505392,0.8337037,0.9333191,1.0835164
1,169,2.8358262,0.9634296,0.9306342,0.94176215
1,170,2.832647,0.9882556,0.9500731,0.8943183
1,171,2.8205419,1.0492455,0.9328952,0.838401
1,172,2.8896875,0.9012817,0.9979022,0.9905036
1,173,2.8407874,1.0877625,0.9510641,0.80196095
1,174,2.7918837,0.89956176,0.9431998,0.94912195
1,175,2.7462585,0.7985367,0.9074939,1.0402279
1,176,2.7981286,0.9121631,0.92801684,0.9579487
1,177,2.80093,0.9584261,0.9385111,0.9039928
1,178,2.7660863,0.95673925,0.93122196,0.878125
1,179,2.881202,0.92297775,0.97323334,0.9849908
1,180,2.8395655,1.0181162,0.9272663,0.8941827
1,181,2.7871106,0.9336761,0.9342001,0.91923416
1,182,2.8488266,0.9675452,0.93293446,0.94834673
1,183,2.8113832,0.848032,0.93351376,1.0298374
1,184,2.8692405,0.93345404,0.94528294,0.9905036
1,185,2.805805,0.87212706,0.97255576,0.96112216
1,186,2.8039947,1.0372208,0.9287626,0.8380111
1,187,2.8230913,0.81038845,0.9386228,1.0740799
1,188,2.8966203,1.0892518,0.9290403,0.87832797
1,189,2.8210213,0.9116605,0.931231,0.9781297
1,190,2.8609865,0.97283256,0.932382,0.9557718
1,191,2.855853,0.9024245,0.923591,1.0298374
1,192,2.8567994,0.86513615,0.95773476,1.0339284
1,193,2.8030002,0.96695054,0.94515026,0.89089936
